full_text,emotion
@PNS_Garis_Lucu Gaji Tukin Uang makan Bunga tabungan digital ,joy
@PNS_Garis_Lucu 1. Gaji 2. Tukin 3. Usaha sampingan,joy
@PNS_Garis_Lucu 1. Gaji sendiri 2. Honor-honor 3. Tukin 4. Gaji suami,joy
Rincian Pendapatan Tukin Kemenag 2025 untuk PPPK dan CPNS 2024: Semua yang Perlu Anda Ketahui - https://t.co/S9vdKOmXhk,neutral
@PNS_Garis_Lucu 1. Gaji; 2. Tukin; 3. Uang Makan; 4. Honor Mengajar; 5. Praktek Pribadi; 6. Kas Satker (Munggahan THR Qurban Terompet dll.); 7. Praktek Online; 8. Uang Lembur (Insidental); 9. Perjadin (Insidental); 10. Dividen Investasi (Obligasi; Saham; dll.),joy
1. Gaji 2. Tukin (belum dapet) 3. Perjadin (belum pernah) 4. Freelance sampe tipes ,joy
@PNS_Garis_Lucu Remun ding bukan tukin,neutral
@PNS_Garis_Lucu Gaji tukin usaha sampingan https://t.co/fporfh520Y,joy
@PNS_Garis_Lucu gapok &amp; tukin. kolam pusat tp perjadin nya jarang bahkan hampir tak pernah. byasalahhhh,neutral
@PNS_Garis_Lucu Gaji Tukin Uang makan Honor perdin udah nggak ada,joy
Pemasukan kalian dari mana saja? Mulai dari gue: 1. Gaji 2. Tukin 3. Ulp 4. Perjadin 5. Honor-honor 6. Usaha sampingan Kalo kalian?,joy
@tukin_dosenASN Saya cari d juknis kok ga ketemu ppt yg ini,neutral
@sedihberat @kegblgnunfaedh Pemprov DKI tunjangannya lebih gede kok dr pada dua itu kak tp pemda lain banyak yg buat prihatin. Emg harus single salary tukin semuaa instansi ini,fear
@cedricbadd @PNS_Ababil Instansi lain mati-matian naikin RB biar tukin naik meskipun tak kunjung naik juga ini malah tiba-tiba 100% Dunia emang gak adil,neutral
@PNS_Garis_Lucu Tetep besok kalo gak hadir tukin dipotong,neutral
@kegblgnunfaedh Kasi tukin paling besar pak gub.,neutral
@PNS_Ababil Bipiaypi dan Biaraien sama sama ada mamake tapi kok tukin nya beda ya ? Sama sama K/L baru loh emang orang-orang pinter ini ga boleh dikasi duit banyak-banyak biar fokus penelitian aja ,neutral
@dingggstar12 @appaxchopper @PNS_Garis_Lucu Ku tahun lalu spmt 2 mei dapet tapi gaji pokoknya doang yg tukin enggak,joy
Mara Autonomous District Council CEM Pu M Laikaw chuan tukin khan Siaha khawchhunga leiminna hmun hrang hrang tlawhin a enfiah. Pu M Laikaw hian Siaha Bazar atanga Meisatla panna (short cut) kawnga Siaha Joint VC ten retaining wall an siam leh a bul vel chim te N.Siaha AR Road https://t.co/AaYiOtcU7v,neutral
Tunhnai ruahsur nasa vangin Mizoram hmun hrang hrangah chhiatna a thleng nasa hle. Vaphai khaw tawntirha Pu Thanzuala in Assam Type chu tukin zing dar 4 pelh hret khan tawlhin a chim a Pu Thanzuala in luahtu Myanmar atanga sahimna zawnga rawn raltlan- Pu Lenkhuaithanga kum https://t.co/erV5jqD4pD,neutral
Serchhip P&amp;E Venga Pi Zomuani-te In (Assam type) chu tukin zing dar 3 vel khan leimin vangin a tlu a ina riak mi pathumte chu in chiam hian tlukpuiin chhanchhuah hna rang taka thawh ni mah se Pu Ramzoliana (kum 53) chu chhan hman a ni lo. Serchhip P&amp;E venga mi vek Pu https://t.co/cPE8OCWCv9,neutral
Nizanah ruahtui a tlak tam avangin Champhai phai leiletah tui a lian nasa a tui lian hian phai leilet a dil neite dil sangha a len chhuak nasa hle a tukin dar 5 vel khan Vaphai khuaa raltlante inluah chu sabereka khuangkaihin a hnawla chhungkaw member panga awm zingah pathumin https://t.co/F1eajrvHGG,neutral
@PNS_Ababil baru tau tukin mereka 100% padahal jarang kedengeran jir kok iso? indikator pencapaiannya apa???,neutral
#AIRNewsAizawl : Tukin dar 3 vel khan Serchhip Tuikhuah Veng Baptist Biakin thlang leimin in NH 54 a hnawh a Govt. Serchhip College Bus a delh chhe bawk. https://t.co/QRl7y46syG,neutral
@PNS_Ababil 100% dan ku mengiri sm tmn2ku yg disana kerjaanya paskib acara pancasila beda sm kolamku bnyk target dan kurang tukin ,neutral
@PNS_Ababil diam2 100% ttp kawal tukin kemenkue,neutral
@dr_koko28 apa ini alasan dosen Kemdikbudristekdikti nggak dikasih tukin 2020-2024? @tukin_dosenASN,neutral
menanggung 7jt padahal tukin ga sampe 7jt rasanya tu nano2,trust
@mei_dahlialibs ambil aja uang hasil nipunya kak wkwkwk untung abis dpt bonusss tukinkerja kak jangan nipu https://t.co/4l9n8EHCjZ,neutral
Gini nih kalo ga bisa motor nyari kosan susah pilihan cuma bisa jalan kaki tapi mandi keringat atau bawa mobil tapi boncos Minimal kasih gw tukin laaaah wooy,fear
@sbmptnfess ambil.. kalau lulus bisa coba masuk DJP dengan tukin sultannya. atau kalau swasta masuk div accounting. ambil kursus brevet pajak bisa jadi konsultan pajak.,sadness
@worksfess ASN nya aja ga digaji segitu Apalagi kemenhub ga masuk tukin sultan. Jadi jelas penipuan. Tampat milih ga ada kualifikasi jurusan gaji 2 digit enak banget....,fear
@KemenkeuRI @Kemdiktisaintek @DitjenAnggaran Smoga ada tukin jg utk ppnpn ,neutral
@tukin_dosenASN Jalur PPPK ini kek jalur ASN jaman SBY kan ya? Yg auto lolos jadi ASN Tau kan setelah itu semua jadi berantakan Ya karena harusnya yg jadi ASN itu full test SKD SKB Bukan auto lolos gini Ntr yg dirugiin masyarakat Entah nanti spt apa SDM nya Jangan sampai era SBY diulang lah,fear
@worksfess Negara pny duit darimana sih nulis gaji segitu? Noh tukin dosen dari 2020 aja blm dibayar sm negara,joy
@koganenohikari iya pdhl kerja jg hrs jelas ya kerja prbulan cm dpt 1jt ya tipis bgt.. dia ngomong gtu krn ada gaji+tukin+ uang makan dan transport itupun hasil pajak masyarakat.,sadness
Ajg tukin Kemenhub dijanjiin naik sampe hari ini belum naik juga.,neutral
Segitu dulu aja dari mimin untuk rangkuman Tukin PNS di awal pemerintahan Prabowo. Sudah cukup kah kawan2 PNS kenaikannya? Ada yang request Kementerian dan Lembaga mana yang mimin belum masukkan di database kami? Yuk like share dan komen! https://t.co/zezwa6vLXf,trust
Serta ada kenaikan Tukin PNS BNPB https://t.co/0XdkWqPm7A,joy
Lalu ada Tukin PNS Perpusnas https://t.co/qxETeZNBfY,neutral
Tukin PNS BIN Naik! Berapa min? Ini nih lengkapnya https://t.co/0O66ScmoUt https://t.co/4dtBde6n9H,neutral
@mochammadarief3 @tukin_dosenASN Asi dah 2 3 cuma buat bensin doang ,neutral
@tukin_dosenASN Owh gitu makasih min infonya,neutral
Thuampui Khawtlang hruaitute hnen atanga DDK Palai thu dawn danin tukin dar 7:30 vel khan Thuampui Venga lungrem chim chuan a thlang a in delhin ina riak mi pahnih a chhilh a chhanchhuah hna thawk nghalin lungremin a chhilh pakhat zawk Lalfakzuala (kum 35) Ramthar Veng https://t.co/fcL2SbHrQ2,neutral
Bayar mah udah lapornya yang males. Gaji dan tukin udah gede cuma tinggal nerima laporan ,joy
@williamalwiya @skiphariest waah..ajakin mimin dong kak,neutral
@tukin_dosenASN @skiphariest Lumayan sambil sekolah ginian nambah2 tukin jd 100% https://t.co/gOC5IdjBGC,neutral
@mtn_mcca @dazzIeazz @poetryfn upsss..knapa?,neutral
@skiphariest @williamalwiya gak beda..cuma yg di aturan simulasinya itu kalau gak ada prestasi pas disosialisasikan yg tubel juga bisa ada prestasi 40%..,joy
@tukin_dosenASN Semarjaya kakak admin. Tetep kita kawal sampai masuk ke rekening ,neutral
Tukin PNS Naik Drastis Mulai Rp 2 Juta sampai Puluhan Juta Ini Kebijakan Baru dari Prabowo https://t.co/YcUZ68FFlc,neutral
2 hari libur 2 hari juga disuruh ke kantor. Tukin lo pada loh 2 kali lipat dari gw.,neutral
Masuk BI emang susah banget tes-nya agak gila sih beneran kudu pinter tapi worth it emang sama THP nya temen ada yg cerita kalo cowonya baru masuk BI jalur PCPM itu dan ternyata kisaran gapok + tukin anak PCPM aja disana udah 18 - 27 jt belum yg lain² lagi :'),joy
pusingg fgd kapsel han topiknya tukin tpi malah bahas remun https://t.co/shIpuAAgim,neutral
Lagi konmari nemu kertas kecil nota pembayaran tukin 2019 Time flies. Tau-tau aku menua di kantor ini ,neutral
Selamat buat yang dapet tukin,neutral
@ASN_TELADAN Kalau korpri daerah bisa membuat tukin s1 lebih baik ketimbang d3 d2 maka bakal di dukung tuh korpri. Ini analisis dari mana tukin antar instansi senjang banget belum lagi tukin s1 lebih rendah dari d3 di instansi yang sama apalgi antar instansi. Apa kontribusi korpri??,sadness
@tukin_dosenASN Min Infonya di kampus kami cuma sampe 2027. Kami kampus BLU non remun sejak 2022 ,neutral
@Ary_PrasKe2 Emang gak kan? Kalau gak dipotong pajak ini itu gimana cara bayar berbagai pejabat dengan dua atau bahkan tiga jabatan berkat multi fungsi? Bayar tat tet tot di jalanan ibu kota? Bayar aspri ajudan pengawal? Kasih hibah ke Fiji biar si pres keren2an doang? Bayar tukin?,sadness
@tukin_dosenASN Belum ada sosialisasi dr kampus nih turunannya apa optimis Juli?,neutral
@tempodotco pas dengerin pidatonya kaget juga,neutral
@suaradotcom Kasihan orang² pintar ini sebulan hanya dapat gapok tukin sekitar 5 atau 7 jutaan doang,sadness
@tukin_dosenASN tukin THR dan tukin13 termasuk tidak?,neutral
@mochammadarief3 non remun,neutral
@tukin_dosenASN Cuma buat satker ma non tenun ya?,neutral
@Opinimusampah @gajimu_id @jokowi @PNS_Ababil @tukin_dosenASN @PNS_Garis_Lucu @pejabrut @hrdbacot @ardisatriawan Komunitas wong ora keduman bejo ,neutral
@direktoridosen citrus debest deh,neutral
@ikbalsyukroni memang perbulan kak..penilaiannya yang persemester,neutral
Teman-teman Tubel Bismillah ya 60% kalau gini mimin harus segera Tubel niih https://t.co/IwdLSEJnWq,neutral
@gojowicat @jokowi @PNS_Ababil @tukin_dosenASN @PNS_Garis_Lucu @pejabrut @hrdbacot @ardisatriawan Waduh turut bersedih ,fear
@tukin_dosenASN Tergantung kampus. Ada kampus yg remunerasi dikurangi dan diketatkan demi bisa ngasi tukin. Jadi cuma dibalik aja.,neutral
@tukin_dosenASN @pejabrut @jokowi @PNS_Ababil @PNS_Garis_Lucu @hrdbacot @ardisatriawan @Kemdiktisaintek Ditunggu nanti ada update tukin di era prabowo ya!!! ,neutral
Nasib PNS tukin lowbat https://t.co/JBIhqHhcyx,neutral
@zuhrufii Bersyukurlah masih tukin tiwas remun..,neutral
@jericoong @wanderer040774 @0tk0il Astaga kalian semwa benar2 dirundung mental yg merugikan. Gapok dia tuh 50jt+/bln belum tukin lain2nya. 8jt'an bs PP itu sama aja dgn ngekost 3-5jt/bln tp pas balik tiap mggu/bln tu jd sama kalkulasinya. Wkwk,anger
@PNS_Ababil Masa sih? Bukannya tukin sama aja. Yg kepotong kan bonus,joy
@PNS_Ababil Makanya masuk kemensultan lah..pasti terpenuhi terus cair deh tukin sultan dan ingcengtip nya.. KL kalian ga ada ingcengtip? Kasian deh,fear
Ga memenuhi target tukin dipotong. Kasian.,joy
@Richvestor Tolong MA naikin tukin lagi dong,neutral
ini bisa buat tukin semua dosen kntll,neutral
Dosen2 udhlah tukin ga dapat dan sekarang dipersulit..laptop aja harus sediakan masing2 dan beli sendiri..hhmm tp stafsusnya malah korupsi banyak,neutral
@tukin_dosenASN @gajimu_id @jokowi @PNS_Ababil @PNS_Garis_Lucu @hrdbacot @ardisatriawan @Kemdiktisaintek tukin @Kemdiktisaintek kan era prabowo -bukan admin ,neutral
kontribusi sama tanggung jawab sama. Tapi kesejahteraan? Beda cerita. Kini saatnya bersuara: Tukin untuk semua dosen bukan hanya ASN! Libatkan Serikat Pekerja Kampus dalam kebijakan pendidikan tinggi! Akui bahwa dosen juga buruh dan buruh layak sejahtera! https://t.co/sCMyaVOH5O,trust
megah di kampus elite. Sementara kampus lain harus tercekik dana anggaran yang minim. Perpres No. 19 Tahun 2025 hanya memberi Tukin untuk dosen PTN Satker. PTN-BH dan BLU Remunerasi? Harus mandiri. Dosen swasta? Diabaikan sepenuhnya. Padahal beban kerja sama https://t.co/Cw1fqBn7MB,trust
Lebih baik naikan tunjangan yg tdk sesuai kondisi dan gaji disetarakan. Dan tdk usah ada perbedaan kata TUKIN sama TPP disamakan saja. Semua itu dari pada di tambah usia pensiun,joy
Ini besaran terbaru Tukin PNS @SETJEN_DPR https://t.co/rKjmSGzNSU,neutral
Ini besaran terbaru Tukin PNS @KemnakerRI https://t.co/wM8IFa2fCo,neutral
Ini besaran terbaru Tukin PNS Basarnas https://t.co/jTliqCe9aD,neutral
Ini besaran terbaru Tukin PNS @kemenkopmk https://t.co/CcfY7TrhYY,neutral
@Sora3_26 wkwkkwkw pas lah ya pas tukin cair ,neutral
@abdimuda_id di satu sisi ada tukin 300% di sisi lain ada 0 tukin di benua lain ada yang gajinya dirapel 5 bulan. sungguh kesenjangan ,neutral
@9reenvelvet @phaiphay @BungaMaaatahari @kruchillen @WoiIniBukanDia @ardisatriawan Kalau utk tiap2 daerah beda Tukin nya.,neutral
@shibalkowe @kompascom Ya ga bakal ditanggapin yg dapat tukin gede egp ma yg tukinnya rendah ,sadness
angkanya bisa buat ngasih tukin dosen sampe ptn blu remun sama ptnbh tuh keknya,neutral
@kompascom usulan segelintir orang dipertimbangin giliean tuntutan banyak asn soal kesenjangan tukin ga direspon2 tuwhh,anger
@iyaakuale @aymbldgl @phuwinfh Tp kayanya kalo gadai SK di bank (ini yg kerjasama sm kantorku) diliat dr pendapatan per bulan. Jd gapok berapapun kalo gapok+tukin cukup buat cicilan perbulan ttp acc. Kayanya. Kemencake mah kementrian sultan jd yaaa banyak kemungkinannya sih,fear
@wihatami lah ini yang tukin 4jt full udah 1 taun lalu diem2 aja wkaakkaka. BTW 26 mei ayeuna teh pak 10 taun lalu pas momen mupon terbesar =))) untuk menuju sianying galau dengan eta tea wakakka,fear
@kompascom Bisa buat tukin semua dosen asn dikti ,neutral
@kompascom Korupsi level trilyunan...sementara UKT mahal sekolah byk yg rusak tukin dosen telat dibayar Gantung aja titit pelakunya ,anger
@aintyourgftype @aymbldgl @phuwinfh Yang dilihat cuma gapoknya. Tukin &amp; persenan hasil sitaan berapa duit,neutral
@BungaMaaatahari @Avisa_Avin @kruchillen @WoiIniBukanDia @ardisatriawan Sodaraku ada tendik S1 5jt/bln. Blm tukin gaji13 dll hampir kaya pns,joy
@naufalfarrazg Mantappp eyy tukin full,neutral
@Gojekmilitan @prabowo Tukin pegawai Pemprov Jateng tidak usah di cairin,neutral
Kalo gaji yang 'serius' (kata tante gua) ya tanggal 21 kemaren gaji pokok bulan Mei aja sih 80% karena cpns 2 juta Kedepannya kemungkinan bareng tukin+uang makan+thr jadi bisa lebih banyak dikit,trust
Ga belain yang neror Tapi ASN kemenkeu cuma berani kritis saat status quonya terganggu Giliran nyusahin rakyat dan ekonomi satu negara supaya target tukin tercapai kompak kerja sama,trust
Uda saatnya tukin guru naik jadi minimal 200% ,neutral
Daripada usia pensiun naik mah mending gapok yg naik sm tukin jadiin 100% aja semuanya~,neutral
Tp hal yg gue keras banget kalo disuruh ngerjain jobdesk orang apalagi senior dengan tegas gue celetukin 'sebulan tukin bapak transfer ke saya ya'. Kicep langsung tuh orang selanjutnya ngga berani sama gue.,anger
@yapperama @Sybadmood dosen = tenaga pendidik bukan tenaga kependidikan ,neutral
@kompascom Mending urusin tukin dosen pak,neutral
@weirdboyzzz @gcoldbrevv @PNS_Garis_Lucu wkwk senasib bang malah golongan umbi tua noh yang buat konflik horizontal mana di kami dulu tukin gaada samsek cuma gapok doang tp dianggap masuknya pake ordal padahal angkatan 2022-2023 murni semua,anger
@PNS_Ababil tukin besar tidak datang dri kekeluargaan dan penghargaan tp dri ketertiban dan keteraturan ytta,trust
@PNS_Ababil Udahlah bersyukur aja....tukin kan gede byk K/L lain yg tukin msh lantai dasar,neutral
@BintangNus77642 @ardisatriawan Bahkan standar pns tidak sama dengan pns. Pmslain dapet tukin pns dosen ga ada tukin..apalagi di PTN-BH ,neutral
@PNS_Ababil Udah diperjuangan tukin sama insentif gede masih aja bawel ,neutral
@BosPurwa @prabowo Jangan lupa sama Tukin dosen... https://t.co/LjYtZBMx4l,neutral
@Mdy_Asmara1701 Tukin Dosen Belum Dibayarkan sejak 2020 Utang Pemerintah Rp20 Triliun https://t.co/LDewTEltFj,fear
@kompascom Ga usah ngoyo deh. Tukin dosen aja ga jelas. Lihat tuh anak buahmu di @Kemdiktisaintek buat pertek aneh2 yg bikin tukin dosen ga full dikasih ke dosen dikurangi sana sini. mana ga semua dosen dikasih tukin lagi. @prabowo @Gerindra,joy
@ARSIPAJA Gilaa nambah buat tukin dosen bisa dikasih ke semua dosen ASN @Kemdiktisaintek aja ngeles ga ad duit tapi buat makan2 doang selalu ada uangnya. Emang gila ni negara. Pak @prabowo tolong perhatikan kesejahteraan dosen guru nakes damkar. @Gerindra,neutral
@kogoromilenial jadi gini https://t.co/9AX9OEpRTA,neutral
Ini bisa ngejawab gimana caranya Tukin semua KL sama dengan DJP kah?,neutral
@adhmosatya Semelang nek cah cah ijo dijak join ra siap administrasi ne tp seneng tukin e ,neutral
@abdimuda_id Daripada perpanjangan lebih baik gapok tingkatkan dan tukin gak terlalu besar gapnya dengan sultan,fear
@tukin_dosenASN @Kemdiktisaintek @prabowo Benar2 nipu benar2 ga jelas benar2 nyusahin benar2 zolim benar2 gila. Itu mungkin maksud beliau.,neutral
@tukin_dosenASN @Kemdiktisaintek @prabowo @prabowo pemerintah niat kasih tukin ke dosen ga sih? Masa dikasih tapi dipotong sana sini lagi itu penipuan namanya. Kasih aja sesuai besaran awalnya ga usah dipotong2 lagi. Kasih ke semua dosen tanpa kecuali. @Kemdiktisaintek @Gerindra,fear
@tukin_dosenASN @Kemdiktisaintek Pak @prabowo anak buah anda ini melanggar perintah anda agar jangan buat pertek yg aneh2. Pertek tukin dosen buat dosen ga dpat tukin maksimal. Tolong juga agar tukin bisa dikasih ke semua dosen tanpa kecuali. Masa presiden dikacangin anak buahnya mana wibawamu sbg peesiden.,joy
Alumni **** (selain temen-temen gue) tiap gue ngide kritik/nyenggol dikit: a. ngatain gue goblok makanya ga masuk kemencake b. ngancem pake UU ITE c. nyebut angkatan dan jurusan gue barisan sakit hati tukin jelata Mereka galaknya ke sesama alumni bukan sama atasannya ,sadness
@tukin_dosenASN @Kemdiktisaintek @prabowo Dosen diginiin terus tapi presidennya diam bae padahl jelas2 anak buahnya ngenlanggar istruksi langsung presiden agar jangan buat pertek yg aneh2. Gimana nih @prabowo? Masa presiden ga dihormati anak buahnya. Mana wibawa mu,joy
@mochiicattt @direktoridosen @PNS_Ababil Klo yg gak Ada Jabatan tinggi sih maunya pensiun dini. Tapi gimana buat yg tukin/TPPnya udah sampai puluhan juta. Tentunya mereka ingin bertahan soalnya pas pensiun Tukin/TPP jelas langsung disetop dan gaji pensiun sisa 70%,joy
@NarasiNewsroom Nanya ini mah karena ga ngerti. Kalo begini maka fasilitas yang didapat (gaji dan tukin) juga dari dua instansi ya?,joy
Tambahan lagi: Seperti disebutkan bahwa tukin itu diberikan berdasarkan kelas jabatan yang diemban si pegawai di instansi tempatnya bekerja. Untuk mengetahui jabatan xyz ada di kelas jabatan berapa silakan cari aturan terkait di instansi tsb. contohnya: https://t.co/0QMuZWPbvP,trust
@mnvnty @RinaMay05957576 @MeimeiElla @tanyarlfes Guru juga gitu kan? Kalau di kemenag guru² ASN yg blm sertifikasi dapat 'selisih tukin'... di kemenag juga dpt THR gaji thr tukin gaji 13 tukin 13 dll.. ,joy
@clumsysadkitten @Kemdiktisaintek ini juga melakukan apapun kecuali ngasih tukin dosen,neutral
@RinaMay05957576 @MeimeiElla @tanyarlfes Siapa bilang? Kalo PNS gajinya sesuai golongan Tukin yg beda tergantung instansinya ada ngajuin tukin atau gak klo kemendiktisaintek gak diajuin nadiem dulu. Tpi klo dosen kontrak yg masuk anggaran kampus kecil bro. Adek saya pernah jd dosen d uin dan gajinya dibawah umr.,trust
tukin pun masih dipersulit. pengen tau gue proses berpikirnya decision maker tuh kaya gimana penasaran,neutral
Udah malem dan wiken masih disuruh desain banner Tukin ku sih tertulis 7 point Yg tak kasat mata tak terhitung Mari kita aktifkan air plane mode biar ngk dtmbah2 kerjaan pas wiken ,neutral
@RinaMay05957576 @MeimeiElla @tanyarlfes Hee itulah mengapa dan kenapa tukin dosen2 dibawah kemendiktisaintek masih_______,neutral
@ARSIPAJA Diktisaintek di atas kemenkeu kok ga bisa bayar tukin untuk semua dosen asn? Cc: @tukin_dosenASN,neutral
@zhil_arf Tukin kemenag kan dibayar,neutral
yg bilang kemenag ada anggaran madrasah univ dll noh kemdikbud anggarannya jauh lebih kecil kocak padahal tukin dosen &amp; anggaran riset univ juga asalnya dari mereka,trust
@tukin_dosenASN @Kemdiktisaintek bikin pusing mo muntah tetap jangan semangat para dosen hitunganny bkin stres,joy
@Humastrobkskota ijin pak kasih feedback ya buat isi beritanya. biar dapat info warga lain lainnya. kan seneng ya kalau misalkan menteri keuangan bertemu bapak katpoli Tukin naik 100%. misalkan nih pak. contoh. kalau berita bisa bawa bahagia buat warga bekasi https://t.co/3ddSdXtMCe,joy
@tukin_dosenASN @Kemdiktisaintek @prabowo Apakah pak sekjen mengira dia akan selamanya jadi sekjen? Hmmm,neutral
@tempodotco Trus yg kroco mumet jadi gak bisa naik jabatan karena yg tua2 masih betah gak ngapa2in tapi dapet tukin? Goblok klean ASN klo nurut kyk instansi sebelah yg setuju aturan baru utk bikin orang pikun pegang jabatan tinggi.,fear
@zhil_arf Karena dosen kemenag ada tukin dan dosen kemendikti ga ada,neutral
Lagi2 orang pede berkomentar ngga tau gimana aslinya padahal bisa ngulik aturan2 yg ada dulu Pensiun itu hanya bayar gapok +tunjangan pasangan &amp; anak jika masih ada+ memenuhi syarat dan nilainya ngga 100% saat aktif bekerja Sedangkan pegawai aktif Gapok + tukin + dll,trust
@Baffffa Ashe ma tukin motar ba wahala,neutral
Tukin tinggi = kinerja tinggi,neutral
AKHIRNYA TUKIN TURUN,neutral
@zhil_arf atleast kemenag bayar tukin dosennya lah kemendikdasmen,neutral
@KompasTV pajaknya buat tukin yg kerja di swasta nggak dapet tukin.,neutral
@tanyakanrl Sama lah kayak pegawai pajak mereka dpt Tukin yah dr omzet yg ditargetkan untuk masing2. jadi tiap Kanwil KPP Madya Pratama AR Pemeriksa itu punya target masing2. Kalau target belum tercapai maka gk dpt Tukin. Akhirnya mereka kirim SP2DK atau melakukan pemeriksaan demi ini,sadness
@grok @jendawgkie @tanyakanrl ga bakal tau grok sesama pns aja banyak yg gatau klo becuk dpt bonus berkali2 gaji+tukin tiap tahun.,joy
@ARSIPAJA @wargaschizo tukin bgn brp,neutral
@Siskabenang @tukin_dosenASN @Kemdiktisaintek @prabowo Wkwk ide bagus,joy
PETUNJUK TEKNIS TATA CARA PENGHITUNGAN DAN PEMBAYARAN TUKIN DOSEN https://t.co/GanGP7GEnF,neutral
@Sam_Ardi @prabowo @bang_dasco @tukin_dosenASN Terasa seperti seseorang menghukum orang lain karena banyak melawan ,anger
Pns dipaksa bazar zakat gaji+tukin dipotong 2 5% berlaku utk semua. Meskipun gak sesuai sama ketentuan wajib zakat tp tetap dipotong. Klausulnya kalau tidak sesuai dengan ketentuan wajib zakat maka dianggap sedekah. Sedekah mah seikhlasnya ya gak dipatok aneh,fear
@tukin_dosenASN @Kemdiktisaintek Alhamdulillah.. Negara memang pengen banget liat dosen bekerja keras cari sampingan ,anger
Tukin engineernya gemini ini grade 8 apa 13 ya?,neutral
@bachrum_achmadi Ujungnya kan dah pd tahu jg. Anggap aj ini pahe. Mgk mereka pikir drpd habis duit pajak byk sampe pengadilan de el el dah tutup aj di sini. Kan duitnya bs jd tukin studi banding RDPU atw pengadaan. Ga ngaruh jg sinetron dah tahu tamatnya.,trust
Memang ga niat ngasih tukin apa ya? ,neutral
@tukin_dosenASN @Kemdiktisaintek @prabowo Padahal dia sendiri adalah dosen. Gila,neutral
selalu curiga kalo ada dana pemerintah berbulan-bulan ga cair. jangan-jangan kayak gini.. Ah ga mungkin koruptor di negara ini kan dihukum mat*. mana berani,fear
Kenapa jd nasab hisab oy Zakat profesi aku minta hitungin org baznas Intinya penghasilan 1 thn sbg ASN (gaji + tukin + THR+ gaji 13 + tunjangan lainnya) - (pengeluaran bulananx12) = dpt penghasilan nya (kalau sampai hisab 85gr emas harga terendah) : 12 = nilai zakat profesi,joy
pertek lebih kejam dari perpres nasib tukin dosen ASN,anger
@tukin_dosenASN @Kemdiktisaintek Susah payah sekali lho bikin juknisnya ini. Ngobrak-abrik sister juga. Kenapa sih???????,neutral
@tukin_dosenASN @Kemdiktisaintek @prabowo Pov pejabat: Anggaran tukin dosen 2 5T diatur dicairin pertek hanya 1 5T. Sisa 1T nya bisa didepositokan dan dpt bunga 7%. Tau gitu tukin for all aja biar bisa mainin anggaran 10T dan deposito 5T.,trust
@sebisanya_aja @tukin_dosenASN @Kemdiktisaintek Tukinnya dikurangi serdos jadi ga nyampe 10 jt,neutral
@tukin_dosenASN @Kemdiktisaintek Ayo turun lagi bu Fatimah teriak lg dong Jangan dzon² kemarin terbukti benar,trust
@tukin_dosenASN @Kemdiktisaintek 7 jutaan ditambah tukin 5 jutaan jadi 12an ya mulai sekarang min? Atau cuma dapet serdos sehingga gak dapet tukin? Karena guru setingkat SD-SMP-SMA cuma dapat serdik gak dapat TPP.,neutral
@KemenperinRI @d_inibudi @Kemdiktisaintek pas dikonfirmasi ke beliau semuanya sudah benar.,trust
@tukin_dosenASN @Kemdiktisaintek Lihat ini @prabowo @bang_dasco Pertek lebih galak dari Perpres!,neutral
@tukin_dosenASN @d_inibudi @Kemdiktisaintek Mana yang ngesahin juknisnya sebelumnya juga dosen,neutral
@KemenperinRI @d_inibudi @Kemdiktisaintek yap..itu..dan tau gak yg bikin juknisnya itu mereka yang tukinnya gede lihatnya kehadiran doang eiuh..,neutral
@brianazeri @Sam_Ardi @prabowo @bang_dasco @tukin_dosenASN Udah tukin ga dipotong masih dikasih tambahan tunjangan belajar pula lho.,neutral
@d_inibudi @Kemdiktisaintek gak usah..mending tukin aja 60% dah doat 3jutaan setara serdos,neutral
@sebisanya_aja @Kemdiktisaintek kalau belum serdos CPNS under 3juta kalau PNS 3jt lbih dikit kalau PNS berserdos(kurg kbih stlh 4 thun) 7 jtaan krn serdos = 1× gaji pokok,joy
@tukin_dosenASN @d_inibudi @Kemdiktisaintek Tapi kan dapatnya gacha juga ini serdos. Jadi buat jaga2 udah ngajuin di tahun ke 4-5 Tapi poinnya bukan itu. Poinnya adalah ini kok giliran dosen diperes sampe kering keringatnya tapi kalo pegawai biasa cukup isi presensi.,trust
@Sam_Ardi @prabowo @bang_dasco @tukin_dosenASN Pertek lebih galak dari Perpres!,neutral
@tukin_dosenASN @Kemdiktisaintek Nambah satu lagi kosakata kemdiktisaintek selain tukim sama dengan renum tukin sama dengan serdos.,neutral
Kenapa siiih ? Juknis kok beda dari permen ini yang bikin kalian pada gak bisa tidur? yang ini diminta kita untuk tenang nungguin? w.o.w @Kemdiktisaintek https://t.co/FvCBeFeFRg,joy
@tukin_dosenASN @Kemdiktisaintek Keribetan ini jadi disikat sama presiden ga sih? Ribet betul ,neutral
@Sam_Ardi @prabowo @bang_dasco @tukin_dosenASN lalu dosen ptn bh dapat hikmahnya krn tukin di korupsi,neutral
Belum lagi yang TuBel ,neutral
Hikmahnya berarti yang sudah serdos memang harus kudu wajib berprestasi 40% tapi yang belum serdos gapapa kamu akan dapat lebih tinggi daripada yang sudah serdos jadi gak usah serdos https://t.co/KrvkITlp3s,fear
